,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
1941,WS25565,California,Yes,Basic,Master,1/31/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small
1942,ZY33234,Nevada,No,Premium,High School or Below,1/12/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large
1943,QW17286,Washington,No,Basic,Master,2/13/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize
1944,TO34442,Washington,No,Basic,College,2/23/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
1945,DG90902,California,No,Basic,College,1/12/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
1946,SW96063,Arizona,No,Extended,Bachelor,2/23/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
1947,CP19929,California,No,Basic,Bachelor,2/10/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
1948,KR50062,Oregon,No,Basic,College,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
1949,CU19735,Arizona,No,Basic,High School or Below,2/24/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,SUV,Medsize
1950,ST52914,Arizona,No,Extended,College,2/5/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize
1951,WQ68301,Oregon,No,Basic,Bachelor,1/29/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Large
1952,LR33381,Nevada,No,Basic,Doctor,2/18/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
1953,UR36912,California,No,Basic,Bachelor,1/31/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
1954,SK46419,California,No,Basic,High School or Below,1/31/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize
1955,BY88757,California,No,Extended,Master,2/3/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large
1956,ER65086,Nevada,No,Extended,Doctor,1/18/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
1957,TP87527,California,No,Basic,High School or Below,2/15/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Large
1958,VL80291,Nevada,No,Extended,Master,1/4/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
1959,WL45773,California,No,Basic,Doctor,1/2/11,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Medsize
1960,TT36693,Nevada,Yes,Premium,College,1/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
1961,PT12544,Arizona,No,Extended,College,2/24/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
1962,CI24326,Oregon,No,Extended,Bachelor,1/23/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
1963,YQ73717,California,No,Basic,High School or Below,1/31/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
1964,FG99706,Oregon,No,Extended,College,1/6/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
1965,OM63414,Arizona,No,Basic,Bachelor,2/21/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
1966,JQ74890,Nevada,No,Extended,Bachelor,1/19/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
1967,FP93662,California,No,Extended,Master,2/6/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Large
1968,PF40592,Washington,No,Basic,College,1/8/11,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
1969,EW82164,California,No,Basic,Bachelor,2/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
1970,KV99550,California,No,Basic,High School or Below,2/14/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
1971,CA96230,California,No,Basic,Doctor,2/10/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
1972,QN17712,Oregon,No,Basic,College,1/11/11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
1973,KM79894,Arizona,No,Extended,Master,1/21/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
1974,YC54142,Washington,No,Extended,High School or Below,1/26/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Luxury Car,Medsize
1975,DZ45471,Nevada,Yes,Basic,College,2/3/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize
1976,DE18949,Oregon,No,Basic,College,1/16/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Small
1977,BN74268,Arizona,No,Extended,College,1/4/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
1978,QJ93301,Nevada,No,Premium,Master,1/11/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize
1979,OO92815,Arizona,No,Extended,High School or Below,2/4/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
1980,HV50891,Nevada,Yes,Extended,Doctor,2/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
1981,RK59543,California,Yes,Basic,High School or Below,2/5/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
1982,IH54239,California,No,Basic,Master,2/1/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
1983,GB14456,Nevada,No,Extended,High School or Below,2/13/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Large
1984,RC95515,Arizona,No,Basic,College,1/16/11,Medical Leave,M,Urban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
1985,TI61458,California,Yes,Extended,Bachelor,1/20/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
1986,RB49468,Oregon,No,Basic,Bachelor,1/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
1987,SJ18454,Oregon,No,Basic,High School or Below,1/19/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Sports Car,Medsize
1988,KC19420,California,No,Extended,College,1/11/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Large
1989,TP12241,California,No,Basic,College,2/7/11,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
1990,BD89564,Nevada,Yes,Premium,College,1/19/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize
1991,SG20925,Washington,No,Basic,Master,1/23/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
1992,CJ97736,Oregon,No,Basic,College,2/16/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Small
1993,SK79760,Washington,No,Extended,Bachelor,1/2/11,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize
1994,YB70005,Oregon,No,Extended,College,1/2/11,Employed,M,Rural,Married,Special Auto,Special L2,Offer1,Branch,SUV,Large
1995,QI40455,Oregon,No,Basic,Doctor,2/27/11,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Large
1996,YL72747,California,No,Basic,High School or Below,1/25/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
1997,FL18392,California,No,Basic,Bachelor,2/28/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Small
1998,AL21967,Oregon,No,Extended,Master,1/5/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize
1999,KC67431,California,No,Extended,College,1/18/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Sports Car,Medsize
2000,EG40823,Oregon,No,Basic,Bachelor,1/20/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
2001,QO89177,California,No,Premium,College,2/3/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
2002,AV72430,Oregon,No,Premium,Master,2/8/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
2003,AT36002,Washington,No,Basic,College,2/4/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Luxury SUV,Medsize
2004,WI29961,Nevada,No,Basic,High School or Below,2/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
2005,ZR11692,California,No,Basic,Bachelor,1/29/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
2006,No36572,Oregon,No,Premium,High School or Below,2/16/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large
2007,YZ56105,California,No,Extended,High School or Below,1/11/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize
2008,MN62189,California,No,Basic,High School or Below,1/19/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
2009,MQ32284,California,No,Basic,College,1/23/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
2010,NS38229,Nevada,No,Basic,College,2/21/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
2011,IB41597,California,No,Extended,College,2/12/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
2012,IP68868,Oregon,No,Premium,High School or Below,1/18/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small
2013,EL70257,California,No,Basic,High School or Below,1/1/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
2014,NB27041,Arizona,Yes,Premium,High School or Below,1/21/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large
2015,BM28359,Oregon,No,Basic,High School or Below,1/29/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large
2016,VB77950,California,No,Extended,High School or Below,1/7/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
2017,PE47967,Oregon,No,Basic,College,1/15/11,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Branch,Luxury SUV,Medsize
2018,QR47308,Nevada,No,Basic,College,1/15/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
2019,YU49449,California,No,Basic,Bachelor,2/7/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
2020,KN25124,Oregon,No,Basic,Master,1/9/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
2021,HI51182,Oregon,No,Premium,College,1/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
2022,MS18916,California,Yes,Extended,College,1/5/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small
2023,IE40701,California,No,Basic,High School or Below,1/30/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small
2024,UT48216,Nevada,Yes,Extended,College,1/14/11,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Luxury SUV,Small
2025,VN92740,Arizona,Yes,Basic,College,1/11/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
2026,IZ55070,Nevada,No,Basic,High School or Below,1/7/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
2027,PQ19113,Washington,No,Premium,Bachelor,2/10/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize
2028,AW48347,Washington,Yes,Extended,Master,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
2029,DY30071,Oregon,No,Basic,Bachelor,1/7/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
2030,ZN24083,Oregon,No,Basic,Doctor,2/26/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Web,Four-Door Car,Small
2031,JU74347,Oregon,No,Basic,Bachelor,1/3/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Small
2032,YJ35850,Oregon,No,Extended,High School or Below,2/10/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
2033,JP41935,Washington,No,Basic,High School or Below,2/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
2034,GP67816,California,No,Premium,High School or Below,1/16/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
2035,PW51793,Oregon,No,Extended,Bachelor,1/2/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small
2036,UF59346,California,No,Basic,Bachelor,2/9/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Small
2037,FG29932,California,Yes,Extended,College,1/14/11,Employed,M,Suburban,Single,Special Auto,Special L2,Offer2,Agent,Luxury SUV,Small
2038,ER19995,Washington,No,Basic,College,1/22/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
2039,BY54111,Oregon,No,Basic,High School or Below,2/5/11,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
2040,RI85578,Washington,No,Basic,Bachelor,2/22/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
2041,PT15464,Arizona,No,Basic,Bachelor,2/3/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
2042,BP92643,Arizona,Yes,Premium,High School or Below,2/1/11,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
2043,NG85002,Washington,No,Extended,High School or Below,1/26/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize
2044,GQ46925,Arizona,No,Premium,High School or Below,2/15/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Call Center,Sports Car,Medsize
2045,RF14806,Arizona,No,Extended,College,2/18/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
2046,KJ23009,California,No,Extended,Bachelor,2/26/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize
2047,IB81655,California,No,Basic,Bachelor,1/24/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
2048,GK92563,Washington,No,Extended,Doctor,1/10/11,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize
2049,HR64684,Oregon,No,Extended,Master,2/8/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
2050,QS96715,Nevada,No,Basic,High School or Below,1/30/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Web,SUV,Medsize
2051,SW55711,Oregon,No,Premium,High School or Below,2/4/11,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Two-Door Car,Medsize
2052,LZ19268,California,Yes,Basic,College,1/26/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Large
2053,FU74983,Nevada,No,Extended,Bachelor,2/7/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
2054,KB99097,California,Yes,Basic,Bachelor,1/30/11,Unemployed,F,Suburban,Single,Special Auto,Special L3,Offer1,Web,Two-Door Car,Medsize
2055,AP52126,Oregon,No,Basic,College,1/28/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
2056,EX61844,Arizona,No,Basic,High School or Below,2/27/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
2057,QC30857,Nevada,No,Basic,College,2/28/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
2058,RT69513,California,No,Basic,Bachelor,2/25/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small
2059,HV85198,Arizona,No,Basic,Master,2/1/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
2060,BS91566,Arizona,No,Basic,College,2/4/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Large
2061,IL40123,Nevada,No,Basic,College,1/27/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize
2062,MY32149,California,No,Extended,Master,1/18/11,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
2063,SA91515,California,No,Basic,Bachelor,1/28/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Large
2064,SA25987,Washington,No,Premium,High School or Below,1/29/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize
2065,TB86706,Arizona,No,Basic,Master,1/15/11,Unemployed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize
2066,ZL73902,Nevada,Yes,Extended,Bachelor,1/26/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
2067,KX23516,California,No,Extended,High School or Below,2/20/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize
2068,FN77294,California,No,Basic,High School or Below,2/24/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
2069,VI78454,Arizona,No,Basic,College,1/22/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Large
2070,FP59138,Oregon,Yes,Extended,Master,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
2071,XN62489,Oregon,Yes,Basic,Bachelor,2/17/11,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize
2072,GP66031,California,No,Basic,College,1/24/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Agent,Two-Door Car,Medsize
2073,IX68587,Nevada,Yes,Basic,Master,1/28/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
2074,HX17929,California,Yes,Extended,High School or Below,2/19/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large
2075,IC59236,California,No,Basic,College,1/28/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
2076,VG31922,Nevada,No,Premium,Bachelor,2/6/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small
2077,HP87787,Arizona,Yes,Basic,Bachelor,1/21/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize
2078,AL78075,Oregon,No,Premium,High School or Below,2/13/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
2079,WA97671,Arizona,No,Basic,Bachelor,1/17/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
2080,QZ77637,Washington,No,Basic,College,2/6/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Large
2081,FP11777,California,Yes,Extended,Doctor,1/18/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Agent,Sports Car,Medsize
2082,ID45268,California,No,Extended,College,1/8/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
2083,AX86150,Washington,No,Basic,High School or Below,2/9/11,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer4,Agent,Two-Door Car,Medsize
2084,MW57614,Arizona,Yes,Basic,Bachelor,1/11/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
2085,TJ30081,Arizona,Yes,Basic,Bachelor,2/10/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize
2086,FW44940,California,No,Basic,Bachelor,2/10/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Web,Sports Car,Medsize
2087,CS55808,California,No,Extended,College,1/30/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
2088,WZ61178,California,No,Basic,Bachelor,1/5/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small
2089,IV55977,Oregon,No,Basic,Bachelor,2/11/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Small
2090,YC67208,California,Yes,Basic,High School or Below,1/5/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
2091,LZ89773,California,No,Basic,Doctor,2/17/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
2092,IP52990,Oregon,No,Basic,High School or Below,2/24/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
2093,VF73104,Arizona,No,Basic,High School or Below,2/6/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
2094,OC80343,Oregon,No,Basic,Bachelor,1/4/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Web,SUV,Medsize
2095,EL89222,California,Yes,Basic,Bachelor,1/14/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
2096,QB14114,Oregon,No,Extended,High School or Below,1/13/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize
2097,HM41195,Arizona,No,Extended,High School or Below,1/2/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large
2098,JT41591,Washington,No,Extended,College,2/14/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large
2099,HE15857,Washington,No,Extended,Bachelor,2/18/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
2100,KI64666,Nevada,No,Basic,Bachelor,2/28/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
2101,JC33752,Oregon,No,Extended,College,1/21/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Large
2102,JA25453,California,No,Premium,High School or Below,2/25/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
2103,AJ69778,Oregon,No,Extended,High School or Below,2/16/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
2104,FQ83162,Washington,No,Basic,College,2/1/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize
2105,EY89842,Arizona,No,Basic,Bachelor,2/15/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
2106,TG69238,Oregon,No,Basic,Bachelor,1/8/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Small
2107,UI63465,Oregon,No,Basic,High School or Below,1/18/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small
2108,WX33904,Arizona,No,Basic,Bachelor,1/17/11,Unemployed,M,Suburban,Divorced,Special Auto,Special L2,Offer1,Branch,Two-Door Car,Medsize
2109,HA20933,Oregon,No,Basic,Bachelor,1/7/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
2110,BU16704,Oregon,No,Extended,High School or Below,2/8/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Large
2111,JV68002,Washington,Yes,Extended,College,1/25/11,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize
2112,PM78410,Oregon,No,Basic,Bachelor,1/24/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
2113,PU92298,Arizona,No,Basic,Bachelor,1/27/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
2114,AA16582,Washington,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
2115,AZ87715,California,No,Basic,High School or Below,2/15/11,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
2116,GI89160,California,No,Basic,Bachelor,1/6/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Luxury SUV,Medsize
2117,WV57813,Oregon,No,Basic,Bachelor,2/18/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
2118,EW86465,Arizona,No,Basic,High School or Below,2/7/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Medsize
2119,UW70224,Oregon,No,Basic,College,1/26/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small
